"","A","B","C","loss","t_c","m","omega","phi"
"217",9.925,-1,0.04,99.4506631441882,1997.60055910973,0.149536491806308,12.4270188230245,2.32169237726181
"218",9.925,-1,0.01,99.739064173982,1997.60348478447,0.163648597709835,6.68799406390948,5.47354768035119
"219",9.925,-1,0.02,100.408525301312,1997.61426153413,0.173511450986067,6.85368761055482,4.34006407263971
"220",9.925,-1,0.03,101.81822023479,1997.61050496722,0.165424523036927,10.2598523542983,3.91019985508485
"221",9.7,-0.8,0.04,112.823917448522,1997.60397330367,0.197006246664872,6.3256387540993,4.92954184805802
"222",9.7,-0.8,0.03,113.068723509178,1997.60074630339,0.207768209433804,9.9931655706993,2.10858517076936
"223",9.7,-0.8,0.02,113.525361082821,1997.60297135006,0.196488904145857,12.7907556035401,4.58257073331457
"224",9.7,-0.8,0.01,114.088463571296,1997.60591537946,0.212075352668762,6.31043605219262,3.19763631838005
"225",9.7,-0.8,0.05,114.209835099338,1997.61280772717,0.198829497179637,10.4105553033684,1.99665141101421
"226",9.775,-0.9,0.05,126.487340334007,1997.60100832386,0.206145211371283,9.32574001657,6.16971158842182
"227",9.775,-0.9,0.03,126.790001190859,1997.60589280544,0.199767946110417,11.024144357536,2.0723331474166
"228",9.775,-0.9,0.02,126.839522672822,1997.6030003946,0.204443955235183,12.7004559465374,3.18876379849541
"229",9.775,-0.9,0.04,127.724254118912,1997.60601838483,0.213550232847532,7.67960486010027,4.30072076928463
"230",9.775,-0.9,0.01,127.802906663727,1997.60188265524,0.123276401342203,8.20017492425783,5.59408731098683
"231",9.85,-1,0.03,140.797800573155,1997.60534732578,0.136121496899674,8.97658473035942,0.0389491486055205
"232",9.85,-1,0.01,141.206819879432,1997.60523697135,0.180326263140887,7.5684540856552,4.89725462869716
"233",9.85,-1,0.02,141.591831958856,1997.6110106389,0.158644709642977,11.5670925865027,3.03392096765665
"234",9.85,-1,0.05,142.77329342955,1997.60832766651,0.19009151449427,8.58754285712106,1.34886029266063
"235",9.85,-1,0.04,144.402766226412,1997.63036603425,0.152758381112168,12.5660813524931,3.11826445182703
"236",9.7,-0.9,0.03,171.604291715181,1997.60057683249,0.159232812809447,12.8253130048979,3.42908655166843
"237",9.7,-0.9,0.05,172.17009088182,1997.60377418272,0.206169208791107,10.776166854077,2.58289683650836
"238",9.7,-0.9,0.04,172.768866836129,1997.60431030166,0.216414407454431,8.49060145773304,0.398263328161447
"239",9.7,-0.9,0.02,172.935464337316,1997.60223445923,0.133718241689106,8.03330278784658,6.18861359353382
"240",9.7,-0.9,0.01,174.803141323308,1997.60854114241,0.163894227705896,7.33089829360445,0.943655554508256
"241",9.775,-1,0.01,189.997222164185,1997.60488751847,0.17815014347434,11.0485149754677,1.54196770324701
"242",9.775,-1,0.05,190.337596428974,1997.60860819453,0.120538682769984,7.49689503056773,4.19060127956969
"243",9.775,-1,0.03,190.356283597373,1997.60539664272,0.21612147676448,7.85924637965703,5.29780570131045
"244",9.775,-1,0.02,190.658031074713,1997.60649844032,0.112623235179732,12.4277032687872,3.17507895619252
"245",9.775,-1,0.04,192.139824144438,1997.62380681406,0.117944193817675,7.4502602275461,4.55596582692677
"246",9.7,-1,0.05,241.465765254674,1997.60567357677,0.184092916330943,6.51584865668944,4.14491768730851
"247",9.7,-1,0.01,246.251343122843,1997.60491277967,0.155449182416002,12.5826118536837,5.71181971520451
"248",9.7,-1,0.02,246.486600011744,1997.60730272708,0.123078283915917,12.1049391831427,2.13652198628986
"249",9.7,-1,0.03,246.788629754146,1997.60596396299,0.197399789032837,7.70746535229652,4.29385759298293
"250",9.7,-1,0.04,248.036881614587,1997.61113289098,0.147501509760817,12.4707677664701,5.22894069258546
